Timestamp,1. Have you ever been to Universal Studios?,2. How frequently do you visit a theme park?,3. What is your age?,4. What is your gender?,5. What is your monthly income?,"6. What is your nationality? If you select ""Other"", please specify.",7. Who do you usually go to theme parks with? (Select all that apply),8. What types of rides do you prefer?,9. What time of the day are you usually in the theme park? (Select all that apply),10. When are you most likely to visit a theme park? (Select all that apply),"11. Why do you visit a theme park? If you select ""Other"", please specify. (Select all that apply)","12. What types of theme park marketing content have you seen recently? If you select ""Other"", please specify. (Select all that apply)","13. What types of marketing content do you find most appealing from theme parks? If you select ""Other"", please specify. (Select all that apply)",14. Getting tickets was easy for me,"15. Fees were fairly priced (F&B, admission tickets)",16. I spent less time queueing than expected,17. Getting an express / fast pass is worth it,18. The park was clean and well maintained,"19. There were adequate facilities provided (toilets, shelters, cooling or heating, etc.)",20. I was able to navigate through the theme park easily,21. The rides and attractions were enjoyable,22. The rides and attractions help reinforce the park’s theme and atmosphere,23. The rides and attractions are relevant today,24. The park was adequately staffed,25. Staff were friendly and helpful,26. I am likely to come back to this theme park again,27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Ride Malfunction],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Violent behaviour from others],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Crowd crush],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Theft & Pickpocketing],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Getting lost or separated from friends and family],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Lack of immediate medical attention],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Sudden weather changes],27. How concerned are you of these possible situations at a theme park during your visit? (Rate each factor on a scale of 1-5) [Food contamination],"28. What dissuades you from wanting to visit a theme park? If you select ""Other"", please specify",29. How do you typically decide which attractions to visit at a theme park?,"30. What do you spend the most money on in a theme park (excluding the admission ticket)? If you select ""Other"", please specify",31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [Hollywood],31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [Minion Land],31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [Far Far Away],31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [The Lost World],31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [Ancient Egypt],31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [Sci-fi City],31. (Optional - only if you have recently been to USS) Which areas did you visit and in what order? (Select only the areas which you have visited) [New York]
23/02/2025 17:25:30,Yes,Once every year,26-35 years old,Male,"$2,000 - $5,999",French,Couple (I go with my partner),Medium-intensity rides,Morning (10am-12pm),"Saturdays, Sundays","To spend time with family/friends, To visit a newly opened or recently renovated park/area",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,2,6,1,6,7,6,7,7,7,7,7,6,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,2,2,2,"Costs (F&B, admission tickets, etc.)",I follow a planned route with specific rides in mind.,F&B,4th,1st,2nd,,,3rd,
23/02/2025 18:00:48,Yes,< Once every 3 years,<15 years old,Female,No income,Singaporean/PR,Family,Medium-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm)","Saturdays, Sundays, Public Holidays, School Holidays",To spend time with family/friends,YouTube videos or influencer content (can be overseas theme parks as well),"Discounts, special offers, or bundles",5,4,4,3,6,6,6,6,6,6,6,6,6,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,2,1 - Not a concern at all,2,1 - Not a concern at all,"Crowd, Long wait time, Boring",I decide based on which rides are closest to me at the moment.,F&B,,,,,,,
23/02/2025 18:20:35,Yes,A few times every year,36-45 years old,Male,"$10,000 - $19,999",China,Family,Medium-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm)","Weekdays (Mondays to Thursdays), Fridays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To spend time with family/friends, For a relaxing getaway or vacation",Theme park websites or blogs,New attractions or event announcements,7,5,5,7,6,6,5,7,5,5,4,7,7,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,1 - Not a concern at all,5 - Very concerned,1 - Not a concern at all,3,smoking area too less,I stick to the few rides/attractions that I enjoy the most.,Merchandise,2nd,1st,2nd,2nd,2nd,2nd,2nd
23/02/2025 18:24:35,Yes,Once every year,15-18 years old,Female,Below $2000,Singaporean/PR,"Friends, Family",High-intensity rides,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, To visit a newly opened or recently renovated park/area","Social media ads, TV commercials, YouTube videos or influencer content (can be overseas theme parks as well), Email newsletter or promotional offers, Online banner ads, Billboard or outdoor ads, Print advertisements (e.g., magazines, brochures), Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements",7,5,3,5,4,4,5,6,5,5,5,5,6,4,3,4,3,3,3,4,3,"Crowd, Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
23/02/2025 18:25:10,Yes,Once every year,15-18 years old,Female,No income,Singaporean/PR,"Friends, Family",High-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), School Holidays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends","Social media ads, Email newsletter or promotional offers, Online banner ads, Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles",7,3,1,4,6,7,7,5,6,5,5,5,5,1 - Not a concern at all,2,4,4,1 - Not a concern at all,2,5 - Very concerned,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions",I stick to the few rides/attractions that I enjoy the most.,F&B,,,,,,,
23/02/2025 18:28:25,Yes,Once every year,19-25 years old,Female,Below $2000,Singaporean/PR,"Couple (I go with my partner), Friends",High-intensity rides,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), School Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, To visit a newly opened or recently renovated park/area",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,4,5,5,6,5,6,5,5,4,5,6,5,2,2,4,3,4,2,5 - Very concerned,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.","Transportation (e.g. Parking, taxi fares etc.)",6th,7th,4th,3rd,1st,2nd,5th
23/02/2025 18:30:16,Yes,Once every 2-3 years,19-25 years old,Female,No income,Singaporean/PR,Friends,High-intensity rides,Morning (10am-12pm),Weekdays (Mondays to Thursdays),To spend time with family/friends,Social media ads,"Discounts, special offers, or bundles",7,3,2,4,7,7,7,7,7,6,5,6,5,3,3,2,3,1 - Not a concern at all,2,3,3,"Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.","Transportation (e.g. Parking, taxi fares etc.)",2nd,3rd,4th,1st,1st,2nd,3rd
23/02/2025 18:33:35,Yes,A few times every year,19-25 years old,Female,No income,Singaporean/PR,"Couple (I go with my partner), Friends",High-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Sundays, For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, To visit a newly opened or recently renovated park/area","Social media ads, TV commercials, Theme park websites or blogs","Discounts, special offers, or bundles, New attractions or event announcements",6,2,6,6,6,6,6,6,5,6,6,4,6,4,4,3,3,3,4,4,3,"Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,6th,1st,2nd,3rd,4th,5th,7th
23/02/2025 18:57:33,Yes,< Once every 3 years,19-25 years old,Female,No income,Singaporean/PR,"Couple (I go with my partner), Friends, Family",High-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","Because of a special promotion or discount, To spend time with family/friends",Social media ads,"Discounts, special offers, or bundles",5,3,2,2,6,6,6,6,6,5,6,6,5,2,1 - Not a concern at all,3,2,2,1 - Not a concern at all,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
23/02/2025 19:38:11,Yes,Once every 2-3 years,26-35 years old,Female,"$2,000 - $5,999",Singaporean/PR,"Couple (I go with my partner), Friends",Medium-intensity rides,"Morning (10am-12pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends, To visit a newly opened or recently renovated park/area","YouTube videos or influencer content (can be overseas theme parks as well), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships)",7,5,3,5,5,5,5,5,5,3,5,5,4,3,1 - Not a concern at all,4,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,2,1 - Not a concern at all,"Costs (F&B, admission tickets, etc.), Long wait time, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
23/02/2025 20:31:40,Yes,When on vacation,55 and above,Female,"$2,000 - $5,999",Singaporean/PR,Family,Medium-intensity rides,Morning (10am-12pm),Public Holidays,To experience a specific attraction or ride,"Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, Interactive experiences (e.g., virtual tours, social media contests)",7,4,1,2,5,5,4,4,3,3,4,3,3,3,3,3,2,2,2,3,2,Long wait time,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,1st,1st,2nd,2nd,1st,3rd,3rd
23/02/2025 20:48:01,Yes,When on vacation,46-54 years old,Female,"$2,000 - $5,999",Singaporean/PR,Family,Low-intensity rides,Morning (10am-12pm),"Saturdays, Sundays, Public Holidays, School Holidays","Because of a special promotion or discount, For a relaxing getaway or vacation","Social media ads, Email newsletter or promotional offers, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, Interactive experiences (e.g., virtual tours, social media contests)",6,3,4,4,5,6,5,6,6,5,4,6,5,2,2,2,2,2,2,2,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
23/02/2025 20:55:18,Yes,When on vacation,26-35 years old,Female,"$2,000 - $5,999",Malaysian,"Couple (I go with my partner), Friends, Family",High-intensity rides,Afternoon (12pm-5pm),"Saturdays, Sundays, Public Holidays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation","Social media ads, Email newsletter or promotional offers, Print advertisements (e.g., magazines, brochures), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, Interactive experiences (e.g., virtual tours, social media contests)",5,3,3,5,6,5,4,6,6,6,5,5,6,1 - Not a concern at all,1 - Not a concern at all,2,2,2,1 - Not a concern at all,3,1 - Not a concern at all,"Crowd, Costs (F&B, admission tickets, etc.)","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,5th,7th,3rd,4th,2nd,1st,6th
23/02/2025 21:01:04,Yes,< Once every 3 years,26-35 years old,Male,"$2,000 - $5,999",Singaporean/PR,"Couple (I go with my partner), Friends",Medium-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm)",Weekdays (Mondays to Thursdays),"To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area, Because of a social media post or influencer recommendation","YouTube videos or influencer content (can be overseas theme parks as well), Online banner ads, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships)",7,7,4,7,7,5,7,7,7,5,5,7,7,3,1 - Not a concern at all,2,2,1 - Not a concern at all,3,2,3,"Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
23/02/2025 21:09:07,Yes,Once every 2-3 years,<15 years old,Female,No income,Singaporean/PR,Family,Medium-intensity rides,Afternoon (12pm-5pm),"Public Holidays, School Holidays","For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area)","Billboard or outdoor ads, Theme park websites or blogs",New attractions or event announcements,4,5,4,5,6,6,5,6,6,6,6,6,6,3,2,2,3,2,2,2,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.","Transportation (e.g. Parking, taxi fares etc.)",,,,,,,
23/02/2025 21:13:41,Yes,Once every 2-3 years,55 and above,Female,No income,Singaporean/PR,Family,Medium-intensity rides,Morning (10am-12pm),"For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises)",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",6,5,5,2,5,6,6,6,6,6,6,6,6,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,5 - Very concerned,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
23/02/2025 22:22:29,Yes,< Once every 3 years,19-25 years old,Male,No income,Singaporean/PR,"Friends, Family",Medium-intensity rides,Morning (10am-12pm),Weekdays (Mondays to Thursdays),"Because of a special promotion or discount, To spend time with family/friends","Social media ads, Online banner ads","Discounts, special offers, or bundles",6,4,6,3,7,7,7,5,6,6,6,7,6,4,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,2,1 - Not a concern at all,"Costs (F&B, admission tickets, etc.), Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.","Transportation (e.g. Parking, taxi fares etc.)",,,,,,,
23/02/2025 22:58:40,Yes,When on vacation,26-35 years old,Female,Below $2000,Malaysian,"Friends, Family",Medium-intensity rides,Afternoon (12pm-5pm),"Saturdays, Sundays, Public Holidays, For special events (eg. Halloween, Christmas etc.), Evenings/Night visits (After 6pm)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Billboard or outdoor ads, Theme park websites or blogs","Behind-the-scenes content or exclusive previews, User-generated content (e.g., visitor testimonials, influencer partnerships), Interactive experiences (e.g., virtual tours, social media contests)",6,5,5,7,6,6,5,6,6,6,6,6,6,2,1 - Not a concern at all,2,2,3,3,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
25/02/2025 09:37:54,Yes,< Once every 3 years,19-25 years old,Male,No income,Singaporean/PR,Friends,Low-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm)","Fridays, Saturdays, Sundays, School Holidays, For special events (eg. Halloween, Christmas etc.)","To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)",Online banner ads,"Discounts, special offers, or bundles, Interactive experiences (e.g., virtual tours, social media contests)",6,3,2,6,6,4,2,4,6,6,6,6,5,4,3,4,4,2,3,4,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions, Boring","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
25/02/2025 11:10:53,Yes,< Once every 3 years,19-25 years old,Female,No income,Singaporean/PR,"Friends, Family",Low-intensity rides,Afternoon (12pm-5pm),"Saturdays, Sundays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)",To spend time with family/friends,YouTube videos or influencer content (can be overseas theme parks as well),"Discounts, special offers, or bundles, Behind-the-scenes content or exclusive previews",5,3,4,5,6,4,4,6,6,6,6,5,5,5 - Very concerned,3,4,2,2,3,3,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
25/02/2025 20:59:16,Yes,When on vacation,19-25 years old,Female,No income,Singaporean/PR,"Friends, Family",Low-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)",Weekdays (Mondays to Thursdays),"To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, As part of a larger travel plan (e.g., trip to the area), To visit a newly opened or recently renovated park/area",YouTube videos or influencer content (can be overseas theme parks as well),New attractions or event announcements,5,3,4,2,5,6,4,5,5,4,5,5,4,4,4,4,4,4,4,4,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
25/02/2025 21:03:48,Yes,< Once every 3 years,19-25 years old,Female,No income,Singaporean/PR,"Friends, Family",Low-intensity rides,Afternoon (12pm-5pm),"Weekdays (Mondays to Thursdays), Saturdays, School Holidays","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation","Social media ads, TV commercials, YouTube videos or influencer content (can be overseas theme parks as well), Email newsletter or promotional offers","Discounts, special offers, or bundles, New attractions or event announcements, User-generated content (e.g., visitor testimonials, influencer partnerships)",5,3,2,5,5,6,5,5,5,5,5,5,5,3,2,3,3,3,2,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
27/02/2025 09:40:31,Yes,Once every 2-3 years,26-35 years old,Male,No income,Indian,"Single (I go alone), Friends",Medium-intensity rides,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), Fridays, Saturdays, Sundays, Evenings/Night visits (After 6pm)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), Because of a special promotion or discount, To spend time with family/friends, For a relaxing getaway or vacation, Because of a social media post or influencer recommendation","Online banner ads, Billboard or outdoor ads","Discounts, special offers, or bundles, Interactive experiences (e.g., virtual tours, social media contests)",5,2,3,7,7,7,6,7,6,5,7,7,7,4,5 - Very concerned,5 - Very concerned,3,3,4,2,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time",I decide based on which rides are closest to me at the moment.,Merchandise,,,,,,,
27/02/2025 15:18:44,Yes,< Once every 3 years,15-18 years old,Male,No income,Singaporean/PR,Family,High-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), School Holidays","Because of a special promotion or discount, To spend time with family/friends, As part of a larger travel plan (e.g., trip to the area)","Social media ads, YouTube videos or influencer content (can be overseas theme parks as well), Billboard or outdoor ads, Theme park websites or blogs, Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, User-generated content (e.g., visitor testimonials, influencer partnerships)",6,4,3,5,5,6,6,5,5,7,7,7,4,4,1 - Not a concern at all,4,3,5 - Very concerned,1 - Not a concern at all,5 - Very concerned,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
27/02/2025 15:54:49,Yes,< Once every 3 years,19-25 years old,Female,No income,Singaporean/PR,Friends,Medium-intensity rides,Morning (10am-12pm),Fridays,"Because of a special promotion or discount, To spend time with family/friends","Social media ads, Theme park websites or blogs","Discounts, special offers, or bundles",4,2,3,4,5,5,5,5,5,5,5,5,4,1 - Not a concern at all,2,4,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
27/02/2025 20:29:19,Yes,When on vacation,19-25 years old,Female,No income,Singaporean/PR,Family,Low-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)",Weekdays (Mondays to Thursdays),"As part of a larger travel plan (e.g., trip to the area)",YouTube videos or influencer content (can be overseas theme parks as well),"Discounts, special offers, or bundles, New attractions or event announcements",5,2,2,5,4,4,5,5,4,5,4,4,2,3,3,3,3,3,3,3,3,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
27/02/2025 22:30:51,Yes,< Once every 3 years,19-25 years old,Female,Below $2000,Singaporean/PR,"Friends, Family",High-intensity rides,Morning (10am-12pm),"Saturdays, Sundays","To spend time with family/friends, To visit a newly opened or recently renovated park/area","Social media ads, Theme park websites or blogs, my parents know about it","Discounts, special offers, or bundles, New attractions or event announcements",4,1,2,4,6,6,5,6,6,6,5,6,6,2,3,4,1 - Not a concern at all,4,4,4,3,"Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
27/02/2025 22:51:51,Yes,< Once every 3 years,19-25 years old,Female,Below $2000,Singaporean/PR,Friends,Medium-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Saturdays, For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises)","Social media ads, Theme park websites or blogs","Discounts, special offers, or bundles, New attractions or event announcements",6,3,3,3,6,5,5,6,7,5,5,4,5,4,2,5 - Very concerned,4,3,2,4,2,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
27/02/2025 23:37:57,Yes,< Once every 3 years,19-25 years old,Female,No income,Singaporean/PR,"Friends, Family",High-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)",Weekdays (Mondays to Thursdays),"Because of a special promotion or discount, To spend time with family/friends, To visit a newly opened or recently renovated park/area",Social media ads,"Discounts, special offers, or bundles",6,3,4,1,6,6,5,6,6,6,6,6,7,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,3,1 - Not a concern at all,3,1 - Not a concern at all,"Costs (F&B, admission tickets, etc.)","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,,,,,,,
28/02/2025 00:22:08,Yes,< Once every 3 years,19-25 years old,Male,No income,Singaporean/PR,Family,Low-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm)","Saturdays, Sundays, Public Holidays, School Holidays","Because of a special promotion or discount, To spend time with family/friends, To visit a newly opened or recently renovated park/area","YouTube videos or influencer content (can be overseas theme parks as well), Promotions or discounts offered by travel agencies or third-party platforms like Agoda, Groupon, etc.","Discounts, special offers, or bundles, New attractions or event announcements, Behind-the-scenes content or exclusive previews",6,5,3,3,6,6,6,6,6,4,6,6,5,1 - Not a concern at all,1 - Not a concern at all,2,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,3,1 - Not a concern at all,"Costs (F&B, admission tickets, etc.), Long wait time","A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
28/02/2025 00:26:39,Yes,Once every 2-3 years,19-25 years old,Male,No income,Singaporean/PR,Friends,Low-intensity rides,"Morning (10am-12pm), Afternoon (12pm-5pm), Evening (5pm-7pm)","Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To spend time with family/friends","YouTube videos or influencer content (can be overseas theme parks as well), Theme park websites or blogs","Discounts, special offers, or bundles",7,6,2,7,7,7,4,4,4,4,4,7,4,2,2,2,4,1 - Not a concern at all,1 - Not a concern at all,4,1 - Not a concern at all,Long wait time,"A mix of both of the above —some planned rides, but I also go with what’s nearby.",Merchandise,,,,,,,
28/02/2025 00:33:29,Yes,< Once every 3 years,19-25 years old,Male,No income,Singaporean/PR,Friends,High-intensity rides,"Afternoon (12pm-5pm), Evening (5pm-7pm)","Saturdays, Public Holidays, School Holidays, For special events (eg. Halloween, Christmas etc.)",To spend time with family/friends,Billboard or outdoor ads,"Discounts, special offers, or bundles",6,4,2,4,7,6,5,5,6,6,6,7,6,4,3,3,5 - Very concerned,2,3,5 - Very concerned,4,"Costs (F&B, admission tickets, etc.), Unpredictable weather conditions",I stick to the few rides/attractions that I enjoy the most.,F&B,,,,,,,
28/02/2025 02:42:19,Yes,Once every year,19-25 years old,Male,No income,Singaporean/PR,"Friends, Family",Medium-intensity rides,Afternoon (12pm-5pm),"Weekdays (Mondays to Thursdays), School Holidays",To spend time with family/friends,"Social media ads, TV commercials","Discounts, special offers, or bundles",4,2,4,3,6,6,6,6,6,6,6,6,6,2,1 - Not a concern at all,3,1 - Not a concern at all,1 - Not a concern at all,1 - Not a concern at all,3,1 - Not a concern at all,"Crowd, Costs (F&B, admission tickets, etc.), Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.","Transportation (e.g. Parking, taxi fares etc.)",,,,,,,
28/02/2025 04:03:06,Yes,< Once every 3 years,19-25 years old,Female,No income,Singaporean/PR,"Friends, Family",High-intensity rides,Morning (10am-12pm),"Weekdays (Mondays to Thursdays), For special events (eg. Halloween, Christmas etc.)","To experience a specific attraction or ride, To attend a special event or seasonal celebration (e.g., Halloween, Christmas, Exhibitions in collaboration with other franchises), To visit a newly opened or recently renovated park/area",Social media ads,"Discounts, special offers, or bundles, New attractions or event announcements",7,4,3,6,4,4,6,6,6,6,5,5,6,2,3,3,3,1 - Not a concern at all,2,2,2,"Crowd, Long wait time, Unpredictable weather conditions","A mix of both of the above —some planned rides, but I also go with what’s nearby.",F&B,5th,6th,7th,1st,2nd,3rd,5th
